;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N° de facture;N° de Relevé Détaillé;Date de facturation;Code filiale;N° client bénéficiaire;RS client bénéficiaire;Division de Parc (code);Division de Parc (libellé);N° de support;Rang;Libellé estampé (immat./nom);Mention complémentaire;Code émetteur;Type de véhicule (libellé);Date de la transaction;Heure de la transaction;Code produit (libellé);Quantité;Montant TTC remise/maj incl.;Montant HTVA remise/maj incl.;Montant TVA remise/maj incl.;Contre-valeur TTC remise/maj incl.;Contre-valeur HTVA remise/maj incl.;Contre-valeur TVA remise/maj incl.;Taux de TVA;Code pays de facturation (libellé);Prix de facturation (unitaire TTC);Code devise du pays de la transaction;Montant forfaitaire de remise;Code et nom de la station;Kilométrage saisi;Référence;Info. additionnelle (message client);Code conducteur;Nom du conducteur
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0117;2;CE769QE;CHT- VU -02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;17:48;Péage TVA;1,00;4,50;3,76;0,74;4,50;3,76;0,74;19,60;FRANCE;4,50;EUR;0,00;EF25004216 AUBERIVES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0140;2;CH690XV;FFY - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;26/04/2013;12:32;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;EA25003004 BOURGOIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0165;1;CP070HN;MCT - VU- 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,33;0,28;0,05;0,33;0,28;0,05;19,60;;0,33;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0088;3;BB726KV;YCL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,83;1,53;0,30;1,83;1,53;0,30;19,60;;1,83;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0169;1;BD567FR;PIMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE PARKING;1,00;0,10;0,08;0,02;0,10;0,08;0,02;19,60;;0,10;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0193;0;BX293VW;LDE-VP-ZZZZZTDIS;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;18:18;Parking;1,00;3,50;2,93;0,57;3,50;2,93;0,57;19,60;FRANCE;3,50;EUR;0,00;E6250AI692 LYON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;17:55;Parking;1,00;3,10;2,59;0,51;3,10;2,59;0,51;19,60;FRANCE;3,10;EUR;0,00;E6250AI690 VILLEURBAN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0008;0;BG399RV;SFS - VU - 06ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;09:54;Gazole Excellium;55,67;77,68;64,95;12,73;77,68;64,95;12,73;19,60;FRANCE;1,44;EUR;-2,50;TFLDR RELAIS GARIBALDI;72500,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0011;0;CC034GR;JMB - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;10:26;Gazole Excellium;33,81;46,00;38,46;7,54;46,00;38,46;7,54;19,60;FRANCE;1,44;EUR;-2,70;TFLLW RELAIS DU DRAC;37589,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;09:52;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913519;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;09:48;Péage;1,00;2,00;2,00;0,00;2,00;2,00;0,00;;FRANCE;2,00;EUR;0,00;EL25011021 ST CLAIR E;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0113;2;CA575XP;JPS - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;15:33;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0001;1;AA756VH-VU;SBH-VU-03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;08:43;Péage TVA;1,00;8,40;7,02;1,38;8,40;7,02;1,38;19,60;FRANCE;8,40;EUR;0,00;EA25003006 LES ABRETS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0089;3;CN248ML;ACN-VU-06ZZZAAUD+4+3+2-;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;07:36;Gazole Premier;42,73;56,42;47,17;9,25;56,42;47,17;9,25;19,60;FRANCE;1,40;EUR;-3,42;TFLLZ RELAIS VALENTINOIS;11479,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0148;2;BK935ZM;FRPT - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;16:33;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0015;0;AB 659 TX;DCD - VU -03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;15:42;Péage TVA;1,00;5,20;4,35;0,85;5,20;4,35;0,85;19,60;FRANCE;5,20;EUR;0,00;EA25003004 BOURGOIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0197;0;BC652GB;GLX - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,54;1,29;0,25;1,54;1,29;0,25;19,60;;1,54;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;08:19;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009119 MACON S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0012;0;BX 398 QR;JIO - VU - 05INNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;15:19;Péage TVA;1,00;4,00;3,34;0,66;4,00;3,34;0,66;19,60;FRANCE;4,00;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;11:42;Gazole Excellium;2,52;3,55;2,97;0,58;3,55;2,97;0,58;19,60;FRANCE;1,45;EUR;-0,10;TFLCR SARL JEAN MOULIN AUTOMOBILES;46450,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0175;0;BN153NG-VU;BMS -VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;15:40;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0129;2;BG737RK;BEFN - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;08:32;Péage TVA;1,00;2,40;2,01;0,39;2,40;2,01;0,39;19,60;FRANCE;2,40;EUR;0,00;EA25003062 VILLEFONT.;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0184;0;BL500MV;FBA - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;15:35;Gazole Excellium;35,94;50,15;41,93;8,22;50,15;41,93;8,22;19,60;FRANCE;1,44;EUR;-1,62;TFLCH RELAIS VILLANCOURT;41220,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0102;2;BT228CB;KBN - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,75;0,63;0,12;0,75;0,63;0,12;19,60;;0,75;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;18:35;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0019;0;AR077XV;RPO - VU - 03ZZZSTEC;701001;04-AUTRES;24/04/2013;16:37;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EA25003005 TOUR PIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0006;0;CB764FQ;MMT - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;10:25;Péage TVA;1,00;3,50;2,93;0,57;3,50;2,93;0,57;19,60;FRANCE;3,50;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0110;2;BZ150PV;HFY - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;16:03;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004206 LORIOL;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0210;0;CT243EH;FBT - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;SECU 24/24;1,00;2,99;2,50;0,49;2,99;2,50;0,49;19,60;;2,99;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0100;2;CN355BQ;MZI -VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;11:05;Péage TVA;1,00;7,80;6,52;1,28;7,80;6,52;1,28;19,60;FRANCE;7,80;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0128;2;CG943TX;JBA - VU - 02ZZZSTEC;701001;03-VEHICULE DE TOURISME;17/04/2013;08:25;Gazole Excellium;57,79;81,81;68,40;13,41;81,81;68,40;13,41;19,60;FRANCE;1,46;EUR;-2,59;TFLUJ STE ECHINARD ET FAURE;20485,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;19/04/2013;08:12;Péage TVA;1,00;5,10;4,26;0,84;5,10;4,26;0,84;19,60;FRANCE;5,10;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0118;2;BZ110PB;FPT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;08:33;Péage TVA;1,00;3,70;3,09;0,61;3,70;3,09;0,61;19,60;FRANCE;3,70;EUR;0,00;EF25004203 TAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;25/04/2013;19:45;Péage TVA;1,00;5,10;4,26;0,84;5,10;4,26;0,84;19,60;FRANCE;5,10;EUR;0,00;EA25003022 BRIGNOUD;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0102;2;BT228CB;KBN - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;09:09;Parking;1,00;2,90;2,42;0,48;2,90;2,42;0,48;19,60;FRANCE;2,90;EUR;0,00;J4250AU026 Valence;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0153;2;CK450RL;FFO - VU - 04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;08:32;Gazole Excellium;56,50;79,41;66,40;13,01;79,41;66,40;13,01;19,60;FRANCE;1,45;EUR;-2,54;TFLQZ RELAIS CHAMBERY;21,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0110;2;BZ150PV;HFY - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,80;0,67;0,13;0,80;0,67;0,13;19,60;;0,80;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0143;2;CN589RC;DGZ - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;24/04/2013;08:48;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0143;2;CN589RC;DGZ - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;16/04/2013;19:44;Gazole Premier;37,31;50,00;41,81;8,19;50,00;41,81;8,19;19,60;FRANCE;1,42;EUR;-2,99;TFLCU SARL GARAGE REYPIN;11060,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0184;0;BL500MV;FBA - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;16:31;Gazole Premier;10,61;14,59;12,20;2,39;14,59;12,20;2,39;19,60;FRANCE;1,42;EUR;-0,48;TFLQX RELAIS D EYBENS;41200,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;08:20;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009119 MACON S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0029;0;AK 224 ZN;CBT - VU - 04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;17:22;Gazole Premier;37,97;51,92;43,41;8,51;51,92;43,41;8,51;19,60;FRANCE;1,42;EUR;-2,01;TFFAN RELAIS LES CRETS BLANCS;104076,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;10:56;Gazole Premier;59,44;80,57;67,37;13,20;80,57;67,37;13,20;19,60;FRANCE;1,40;EUR;-2,67;TFLDN RELAIS MONT D'OR;30356,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;14:15;Péage TVA;1,00;2,50;2,09;0,41;2,50;2,09;0,41;19,60;FRANCE;2,50;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0128;2;CG943TX;JBA - VU - 02ZZZSTEC;701001;03-VEHICULE DE TOURISME;26/04/2013;15:41;Péage TVA;1,00;2,50;2,09;0,41;2,50;2,09;0,41;19,60;FRANCE;2,50;EUR;0,00;EF25004202 CHANAS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;17/04/2013;07:34;Péage TVA;1,00;11,00;9,20;1,80;11,00;9,20;1,80;19,60;FRANCE;11,00;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0206;0;CS724QA;CBT - VU - 04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;SECU 24/24;1,00;3,29;2,75;0,54;3,29;2,75;0,54;19,60;;3,29;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;15/04/2013;07:42;Péage TVA;1,00;0,50;0,42;0,08;0,50;0,42;0,08;19,60;FRANCE;0,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0140;2;CH690XV;FFY - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;16/04/2013;19:53;Péage TVA;1,00;6,70;5,60;1,10;6,70;5,60;1,10;19,60;FRANCE;6,70;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0121;2;CG929ML ;SRL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;17:38;Péage TVA;1,00;2,40;2,01;0,39;2,40;2,01;0,39;19,60;FRANCE;2,40;EUR;0,00;EF25004208 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0006;0;CB764FQ;MMT - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;08:40;Péage TVA;1,00;1,90;1,59;0,31;1,90;1,59;0,31;19,60;FRANCE;1,90;EUR;0,00;EA25003005 TOUR PIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0193;0;BX293VW;LDE-VP-ZZZZZTDIS;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;20/04/2013;16:56;Péage TVA;1,00;3,20;2,68;0,52;3,20;2,68;0,52;19,60;FRANCE;3,20;EUR;0,00;EF25004204 VALENCE-N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0011;0;CC034GR;JMB - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,63;1,36;0,27;1,63;1,36;0,27;19,60;;1,63;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0106;2;BW482YW;CTE - VP - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;11:48;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004179 VEAUCHETTE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;23/04/2013;08:12;Péage TVA;1,00;4,60;3,85;0,75;4,60;3,85;0,75;19,60;FRANCE;4,60;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0175;0;BN153NG-VU;BMS -VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;17:56;Péage TVA;1,00;2,30;1,92;0,38;2,30;1,92;0,38;19,60;FRANCE;2,30;EUR;0,00;ER25009100 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0110;2;BZ150PV;HFY - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;12:03;Lavage;1,00;1,00;0,84;0,16;1,00;0,84;0,16;19,60;FRANCE;1,00;EUR;0,00;TFLDQ RELAIS PETIT ROUSSET;0,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0001;1;AA756VH-VU;SBH-VU-03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;17:53;Péage TVA;1,00;8,40;7,02;1,38;8,40;7,02;1,38;19,60;FRANCE;8,40;EUR;0,00;EA25003013 ANNECY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0100;2;CN355BQ;MZI -VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;07:05;Gazole Excellium;24,79;34,84;29,13;5,71;34,84;29,13;5,71;19,60;FRANCE;1,45;EUR;-1,12;TFLPC SARL GARAGE PHEBY;15362,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0185;0;BR636QC;NLR VP 06ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,83;1,53;0,30;1,83;1,53;0,30;19,60;;1,83;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;23:05;Gazole Premier;50,86;69,95;58,49;11,46;69,95;58,49;11,46;19,60;FRANCE;1,42;EUR;-2,29;TFJJN RELAIS DES BRUYERES-PAISY;84800,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0088;3;BB726KV;YCL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;13:59;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0038;0;CG934HZ;PBD - VP - 04ZZZNCOM;701001;03-VEHICULE DE TOURISME;26/04/2013;18:24;Gazole Excellium;64,44;90,57;75,73;14,84;90,57;75,73;14,84;19,60;FRANCE;1,45;EUR;-2,89;TFLFS RELAIS DES ALLUEGES;39250,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0088;3;BB726KV;YCL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;12:32;Péage TVA;1,00;3,90;3,26;0,64;3,90;3,26;0,64;19,60;FRANCE;3,90;EUR;0,00;EF25004208 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0089;3;CN248ML;ACN-VU-06ZZZAAUD+4+3+2-;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;17:53;Péage TVA;1,00;0,50;0,42;0,08;0,50;0,42;0,08;19,60;FRANCE;0,50;EUR;0,00;EA25003012 ANNECY SUD;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;08:17;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009119 MACON S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;14:19;Péage TVA;1,00;5,20;4,35;0,85;5,20;4,35;0,85;19,60;FRANCE;5,20;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0124;2;CH903ED;AVT - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,19;0,16;0,03;0,19;0,16;0,03;19,60;;0,19;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0123;2;CG376MM ;FSZ - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;16:59;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004206 LORIOL;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE PARKING;1,00;0,28;0,23;0,05;0,28;0,23;0,05;19,60;;0,28;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0133;2;CG076TY;JMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;15:10;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EF25004203 TAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0015;0;AB 659 TX;DCD - VU -03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;19/04/2013;14:34;Péage TVA;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;EA25003004 BOURGOIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;10:49;Péage TVA;1,00;13,00;10,87;2,13;13,00;10,87;2,13;19,60;FRANCE;13,00;EUR;0,00;EA25003023 LE TOUVET;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;19/04/2013;11:27;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EF25004209 BOLLENE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;18:17;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
